index,gesamt,a00..04,a05..09,a10..14,a15..19,a20..24,a25..29,a30..34,a35..39,a40..44,a45..49,a50..54,a55..59,a60..64,a65..69,a70..74,a75..79,a80+,unbekannt
LK Düren,6,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0
LK Euskirchen,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Heinsberg,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
SK Köln,362,0,0,0,0,10,32,68,75,59,45,33,20,15,2,1,1,1,0
SK Leverkusen,5,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
LK Oberbergischer Kreis,5,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
LK Rhein-Erft-Kreis,21,0,0,0,0,0,3,1,4,3,5,0,3,1,0,1,0,0,0
LK Rheinisch-Bergischer Kreis,5,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0
LK Rhein-Sieg-Kreis,10,0,0,0,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0
LK Borken,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SK Bottrop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Coesfeld,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
SK Gelsenkirchen,6,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0
SK Münster,12,0,0,0,0,1,2,4,1,3,0,0,0,1,0,0,0,0,0
LK Recklinghausen,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
LK Steinfurt,6,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0
LK Warendorf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Ahrweiler,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Altenkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Kreuznach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Birkenfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cochem-Zell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Koblenz,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Mayen-Koblenz,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
LK Neuwied,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
LK Rhein-Hunsrück-Kreis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Rhein-Lahn-Kreis,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
LK Westerwaldkreis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Alzey-Worms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Dürkheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Donnersbergkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Frankenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Germersheim,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
SK Kaiserslautern,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kusel,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SK Landau i.d.Pfalz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Ludwigshafen,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SK Mainz,8,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
LK Mainz-Bingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Neustadt a.d.Weinstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Pirmasens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhein-Pfalz-Kreis,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SK Speyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Südliche Weinstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Südwestpfalz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Worms,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SK Zweibrücken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bernkastel-Wittlich,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LK Bitburg-Prüm,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SK Trier,6,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0
LK Trier-Saarburg,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LK Vulkaneifel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Merzig-Wadern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neunkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saarlouis,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
LK Saarpfalz-Kreis,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LK Sankt Wendel,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Stadtverband Saarbrücken,7,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0
SK Chemnitz,7,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0
LK Erzgebirgskreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Mittelsachsen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Vogtlandkreis,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
LK Zwickau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bautzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Dresden,29,0,0,0,0,2,5,10,8,1,1,1,0,1,0,0,0,0,0
LK Görlitz,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Meißen,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LK Sächsische Schweiz-Osterzgebirge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Leipzig,20,0,0,0,1,1,4,4,6,2,1,1,0,0,0,0,0,0,0
LK Leipzig,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Nordsachsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Altmarkkreis Salzwedel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Anhalt-Bitterfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Börde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Burgenlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Dessau-Roßlau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Halle,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
LK Harz,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LK Jerichower Land,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Magdeburg,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
LK Mansfeld-Südharz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saalekreis,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Salzlandkreis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Stendal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wittenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dithmarschen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Flensburg,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LK Herzogtum Lauenburg,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SK Kiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Lübeck,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SK Neumünster,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LK Nordfriesland,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Ostholstein,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Pinneberg,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
LK Plön,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Rendsburg-Eckernförde,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Schleswig-Flensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Segeberg,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Steinburg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Stormarn,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
LK Altenburger Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Eichsfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Erfurt,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SK Gera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gotha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Greiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hildburghausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ilm-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Jena,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
LK Kyffhäuserkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nordhausen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Saale-Holzland-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saale-Orla-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saalfeld-Rudolstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schmalkalden-Meiningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Sömmerda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Sonneberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Suhl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Unstrut-Hainich-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wartburgkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Weimar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Weimarer Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbekannt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
