index,gesamt,a00..04,a05..09,a10..14,a15..19,a20..24,a25..29,a30..34,a35..39,a40..44,a45..49,a50..54,a55..59,a60..64,a65..69,a70..74,a75..79,a80+,unbekannt
LK Ansbach,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Erlangen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Erlangen-Höchstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Fürth,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Fürth,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LK Neustadt a.d.Aisch-Bad Windsheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Nürnberg,14,0,0,0,0,0,1,3,0,7,3,0,0,0,0,0,0,0,0
LK Nürnberger Land,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Roth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Schwabach,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Weißenburg-Gunzenhausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Deggendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dingolfing-Landau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Freyung-Grafenau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kelheim,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SK Landshut,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Landshut,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SK Passau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Passau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Regen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rottal-Inn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Straubing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Straubing-Bogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Altötting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Tölz-Wolfratshausen,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Berchtesgadener Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dachau,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
LK Ebersberg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Eichstätt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Erding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Freising,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Fürstenfeldbruck,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Garmisch-Partenkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Ingolstadt,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Landsberg a.Lech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Miesbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Mühldorf a.Inn,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SK München,156,0,0,0,0,5,17,22,27,37,19,15,11,2,1,0,0,0,0
LK München,10,0,0,0,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0
LK Neuburg-Schrobenhausen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Pfaffenhofen a.d.Ilm,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Rosenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rosenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Starnberg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Traunstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Weilheim-Schongau,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bamberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bamberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bayreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bayreuth,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Coburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Coburg,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LK Forchheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Hof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kronach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kulmbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lichtenfels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wunsiedel i.Fichtelgebirge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Amberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Amberg-Sulzbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cham,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Neumarkt i.d.OPf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neustadt a.d.Waldnaab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Regensburg,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Regensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schwandorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Tirschenreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Weiden i.d.OPf.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aichach-Friedberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Augsburg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Augsburg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Dillingen a.d.Donau,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Donau-Ries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Günzburg,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SK Kaufbeuren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Kempten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lindau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Memmingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neu-Ulm,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
LK Oberallgäu,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Ostallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Unterallgäu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Aschaffenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aschaffenburg,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LK Bad Kissingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Haßberge,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Kitzingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Main-Spessart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Miltenberg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Rhön-Grabfeld,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Schweinfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schweinfurt,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SK Würzburg,4,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
LK Würzburg,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SK Berlin Charlottenburg-Wilmersdorf,135,0,0,0,0,5,12,21,26,28,8,16,13,4,0,0,2,0,0
SK Berlin Friedrichshain-Kreuzberg,282,0,0,0,0,6,39,64,62,64,20,16,7,3,1,0,0,0,0
SK Berlin Lichtenberg,59,0,0,0,0,2,9,18,15,8,3,1,2,0,1,0,0,0,0
SK Berlin Marzahn-Hellersdorf,12,0,0,0,0,0,0,5,1,3,1,1,0,1,0,0,0,0,0
SK Berlin Mitte,333,0,0,0,0,9,41,89,75,61,28,17,9,4,0,0,0,0,0
SK Berlin Neukölln,135,0,0,0,0,3,19,48,25,19,14,4,2,0,0,0,0,1,0
SK Berlin Pankow,181,0,0,0,0,7,26,44,44,29,18,7,6,0,0,0,0,0,0
SK Berlin Reinickendorf,20,0,0,0,0,0,3,3,5,6,1,0,1,0,1,0,0,0,0
SK Berlin Spandau,10,0,0,0,0,0,4,1,1,1,1,0,0,1,1,0,0,0,0
SK Berlin Steglitz-Zehlendorf,26,0,0,0,0,0,4,3,8,8,0,2,1,0,0,0,0,0,0
SK Berlin Tempelhof-Schöneberg,250,0,0,0,1,9,18,38,52,48,23,22,25,9,2,2,1,0,0
SK Berlin Treptow-Köpenick,28,0,0,0,0,1,10,6,4,4,1,1,0,1,0,0,0,0,0
LK Barnim,6,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0
SK Brandenburg a.d.Havel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Cottbus,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Dahme-Spreewald,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Elbe-Elster,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SK Frankfurt (Oder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Havelland,7,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0,0,0,0
LK Märkisch-Oderland,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LK Oberhavel,6,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0
LK Oberspreewald-Lausitz,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Oder-Spree,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LK Ostprignitz-Ruppin,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SK Potsdam,6,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0
LK Potsdam-Mittelmark,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Prignitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Spree-Neiße,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Teltow-Fläming,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
LK Uckermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bremen,7,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0
SK Bremerhaven,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Hamburg,138,0,0,0,0,5,11,30,34,19,21,9,6,2,1,0,0,0,0
LK Bergstraße,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
SK Darmstadt,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
LK Darmstadt-Dieburg,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
SK Frankfurt am Main,93,0,0,0,0,0,12,10,22,17,17,9,4,1,0,0,0,0,1
LK Groß-Gerau,8,0,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0,0,0
LK Hochtaunuskreis,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Main-Kinzig-Kreis,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
LK Main-Taunus-Kreis,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
LK Odenwaldkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Offenbach,8,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0
LK Offenbach,5,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
LK Rheingau-Taunus-Kreis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Wetteraukreis,6,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0
SK Wiesbaden,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
LK Gießen,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Lahn-Dill-Kreis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Limburg-Weilburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Marburg-Biedenkopf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vogelsbergkreis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LK Fulda,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Hersfeld-Rotenburg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SK Kassel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Kassel,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
LK Schwalm-Eder-Kreis,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LK Waldeck-Frankenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Werra-Meißner-Kreis,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Ludwigslust-Parchim,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Mecklenburgische Seenplatte,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Nordwestmecklenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Rostock,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vorpommern-Greifswald,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vorpommern-Rügen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Braunschweig,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
LK Gifhorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Goslar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Göttingen,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
LK Helmstedt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Northeim,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Peine,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Salzgitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wolfenbüttel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Diepholz,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LK Hameln-Pyrmont,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Region Hannover,13,0,0,0,0,1,1,3,3,2,1,2,0,0,0,0,0,0,0
LK Hildesheim,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
LK Holzminden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nienburg (Weser),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schaumburg,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Celle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cuxhaven,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Harburg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Heidekreis,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Lüchow-Dannenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lüneburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Osterholz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rotenburg (Wümme),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Stade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Uelzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Verden,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Ammerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Aurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cloppenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Delmenhorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Emden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Emsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Friesland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Grafschaft Bentheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Leer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Oldenburg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Oldenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Osnabrück,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LK Osnabrück,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
LK Vechta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wesermarsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Wilhelmshaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wittmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Bochum,10,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0
SK Dortmund,6,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0
LK Ennepe-Ruhr-Kreis,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SK Hagen,5,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
SK Hamm,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
SK Herne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hochsauerlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Märkischer Kreis,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Olpe,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LK Siegen-Wittgenstein,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LK Soest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LK Unna,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SK Bielefeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gütersloh,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LK Herford,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
LK Höxter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Lippe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Minden-Lübbecke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Paderborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Duisburg,11,0,0,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,0
SK Düsseldorf,89,0,0,0,0,7,9,26,14,10,10,7,3,2,1,0,0,0,0
SK Essen,23,0,0,0,0,1,4,5,6,3,2,2,0,0,0,0,0,0,0
LK Kleve,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
SK Krefeld,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Mettmann,7,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0
SK Mönchengladbach,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SK Mülheim a.d.Ruhr,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SK Oberhausen,6,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0
SK Remscheid,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LK Rhein-Kreis Neuss,9,0,0,0,0,0,2,1,2,2,0,0,0,1,1,0,0,0,0
SK Solingen,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
LK Viersen,6,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0
